Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Career
1,2,4,1,4,2,4,4,2,3,3,2,3,3,4,2,2,3,Writer
2,2,4,1,4,2,4,4,2,3,3,2,3,3,4,2,2,3,Writer
2,2,4,1,4,2,4,4,2,3,3,2,3,3,4,2,2,4,Writer
1,2,3,1,4,2,3,4,2,3,4,2,3,3,4,2,2,3,Writer
1,2,3,1,4,2,3,4,2,3,4,2,3,3,4,2,2,4,Writer
2,2,4,2,4,2,3,4,2,3,4,2,3,3,4,2,2,3,Writer
1,2,4,2,4,2,3,4,2,3,3,2,3,3,4,2,2,4,Writer
2,2,4,1,4,2,4,4,2,3,4,2,3,3,4,2,2,3,Writer
2,2,4,2,4,2,4,4,2,3,4,2,3,3,4,2,2,3,Writer
2,2,3,1,4,2,3,4,2,3,4,2,3,3,4,2,2,3,Writer
1,2,4,2,4,2,4,4,2,3,3,2,3,3,4,2,2,4,Writer
1,2,3,2,4,2,4,4,2,3,4,2,3,3,4,2,2,3,Writer
1,2,4,1,4,2,4,4,2,3,3,2,3,3,4,2,2,3,Writer
1,2,3,1,4,2,4,4,2,3,4,2,3,3,4,2,2,4,Writer
1,2,3,2,4,2,4,4,2,3,3,2,3,3,4,2,2,3,Writer
2,2,4,1,4,2,3,4,2,3,4,2,3,3,4,2,2,3,Writer
2,2,3,2,4,2,4,4,2,3,4,2,3,3,4,2,2,3,Writer
1,2,3,2,4,2,4,4,2,3,4,2,3,3,4,2,2,4,Writer
1,2,4,2,4,2,4,4,2,3,3,2,3,3,4,2,2,4,Writer
2,2,3,1,4,2,3,4,2,3,4,2,3,3,4,2,2,4,Writer
2,2,3,2,4,2,4,4,2,3,4,2,3,3,4,2,2,3,Writer
2,2,4,2,4,2,3,4,2,3,4,2,3,3,4,2,2,4,Writer
1,2,3,1,4,2,3,4,2,3,4,2,3,3,4,2,2,4,Writer
2,2,4,1,4,2,3,4,2,3,3,2,3,3,4,2,2,4,Writer
2,2,4,2,4,2,3,4,2,3,4,2,3,3,4,2,2,4,Writer
2,2,4,1,4,2,3,4,2,3,3,2,3,3,4,2,2,3,Writer
1,2,3,1,4,2,3,4,2,3,4,2,3,3,4,2,2,4,Writer
2,2,3,1,4,2,3,4,2,3,3,2,3,3,4,2,2,4,Writer
2,2,4,1,4,2,3,4,2,3,3,2,3,3,4,2,2,3,Writer
1,2,4,1,4,2,4,4,2,3,4,2,3,3,4,2,2,3,Writer
2,2,3,2,4,2,3,4,2,3,4,2,3,3,4,2,2,4,Writer
2,2,4,2,4,2,4,4,2,3,4,2,3,3,4,2,2,4,Writer
1,2,4,1,4,2,4,4,2,3,3,2,3,3,4,2,2,3,Writer
2,2,4,1,4,2,3,4,2,3,4,2,3,3,4,2,2,4,Writer
1,2,4,2,4,2,3,4,2,3,3,2,3,3,4,2,2,4,Writer
2,2,3,2,4,2,3,4,2,3,3,2,3,3,4,2,2,4,Writer
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,3,2,Scientist
4,4,1,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
4,4,2,4,1,3,2,1,4,2,2,4,1,4,2,4,4,2,Scientist
2,1,4,2,4,3,4,2,2,4,4,3,2,3,4,4,3,4,Graphic Designer
2,1,4,2,4,3,3,2,2,4,4,3,2,3,3,4,3,3,Graphic Designer
1,1,4,2,4,3,3,2,2,4,3,3,2,3,4,3,3,4,Graphic Designer
2,1,4,2,4,4,3,2,2,4,4,3,2,3,3,3,3,4,Graphic Designer
1,2,4,2,4,4,3,2,2,4,4,3,2,3,4,3,3,3,Graphic Designer
1,2,4,2,4,3,3,2,2,4,4,3,2,3,3,4,3,3,Graphic Designer
2,2,4,2,4,4,3,2,2,4,3,3,2,3,4,3,3,4,Graphic Designer
1,1,4,2,4,3,3,2,2,4,3,3,2,3,4,3,3,4,Graphic Designer
1,1,4,2,4,3,4,2,2,4,3,3,2,3,3,3,3,4,Graphic Designer
2,1,4,2,4,3,4,2,2,4,4,3,2,3,4,4,3,4,Graphic Designer
1,1,4,2,4,4,3,2,2,4,4,3,2,3,3,4,3,3,Graphic Designer
1,2,4,2,4,3,3,2,2,4,3,3,2,3,4,3,3,4,Graphic Designer
1,2,4,2,4,4,3,2,2,4,4,3,2,3,3,4,3,4,Graphic Designer
2,1,4,2,4,3,3,2,2,4,4,3,2,3,4,3,3,4,Graphic Designer
1,2,4,2,4,4,4,2,2,4,3,3,2,3,4,3,3,3,Graphic Designer
1,2,4,2,4,3,4,2,2,4,3,3,2,3,4,4,3,4,Graphic Designer
1,1,4,2,4,3,4,2,2,4,3,3,2,3,4,4,3,4,Graphic Designer
2,1,4,2,4,4,3,2,2,4,3,3,2,3,4,4,3,3,Graphic Designer
1,1,4,2,4,4,4,2,2,4,4,3,2,3,3,3,3,4,Graphic Designer
1,2,4,2,4,3,3,2,2,4,3,3,2,3,4,3,3,4,Graphic Designer
1,1,4,2,4,3,4,2,2,4,4,3,2,3,4,3,3,4,Graphic Designer
2,2,4,2,4,3,3,2,2,4,4,3,2,3,4,4,3,4,Graphic Designer
2,2,4,2,4,4,3,2,2,4,3,3,2,3,3,4,3,4,Graphic Designer
1,2,4,2,4,4,4,2,2,4,3,3,2,3,4,4,3,4,Graphic Designer
1,2,4,2,4,4,4,2,2,4,4,3,2,3,3,4,3,3,Graphic Designer
2,1,4,2,4,3,4,2,2,4,3,3,2,3,4,3,3,4,Graphic Designer
1,2,4,2,4,3,3,2,2,4,4,3,2,3,3,3,3,3,Graphic Designer
2,1,4,2,4,4,4,2,2,4,3,3,2,3,3,4,3,4,Graphic Designer
2,2,4,2,4,4,3,2,2,4,3,3,2,3,3,3,3,4,Graphic Designer
2,1,4,2,4,3,4,2,2,4,4,3,2,3,4,3,3,4,Graphic Designer
1,2,4,2,4,3,3,2,2,4,3,3,2,3,4,3,3,4,Graphic Designer
2,1,4,2,4,4,3,2,2,4,4,3,2,3,4,4,3,3,Graphic Designer
2,2,4,2,4,4,3,2,2,4,3,3,2,3,4,4,3,4,Graphic Designer
1,2,4,2,4,4,3,2,2,4,3,3,2,3,4,4,3,4,Graphic Designer
2,1,4,2,4,4,4,2,2,4,3,3,2,3,4,3,3,4,Graphic Designer
1,2,4,2,4,4,4,2,2,4,4,3,2,3,4,4,3,3,Graphic Designer
2,1,4,2,4,3,4,2,2,4,3,3,2,3,3,3,3,4,Graphic Designer
2,1,4,2,4,3,4,2,2,4,4,3,2,3,4,3,3,3,Graphic Designer
2,2,4,2,4,3,4,2,2,4,3,3,2,3,3,4,3,3,Graphic Designer
2,1,4,2,4,3,3,2,2,4,3,3,2,3,3,4,3,4,Graphic Designer
1,1,4,2,4,4,3,2,2,4,3,3,2,3,3,4,3,3,Graphic Designer
2,2,4,2,4,4,3,2,2,4,4,3,2,3,4,4,3,4,Graphic Designer
2,1,4,2,4,3,3,2,2,4,4,3,2,3,4,4,3,3,Graphic Designer
1,1,4,2,4,3,3,2,2,4,3,3,2,3,4,3,3,4,Graphic Designer
2,2,4,2,4,3,3,2,2,4,3,3,2,3,3,3,3,4,Graphic Designer
2,2,4,2,4,4,3,2,2,4,3,3,2,3,4,3,3,4,Graphic Designer
2,2,4,2,4,4,4,2,2,4,4,3,2,3,4,3,3,3,Graphic Designer
1,2,4,2,4,3,4,2,2,4,4,3,2,3,3,4,3,4,Graphic Designer
2,2,4,2,4,4,4,2,2,4,3,3,2,3,4,4,3,3,Graphic Designer
2,2,4,2,4,4,4,2,2,4,3,3,2,3,3,4,3,4,Graphic Designer
2,2,4,2,4,4,3,2,2,4,4,3,2,3,3,3,3,4,Graphic Designer
1,2,4,2,4,3,3,2,2,4,3,3,2,3,4,4,3,3,Graphic Designer
2,1,4,2,4,3,3,2,2,4,4,3,2,3,4,3,3,3,Graphic Designer
2,1,4,2,4,3,3,2,2,4,3,3,2,3,3,3,3,3,Graphic Designer
2,2,4,2,4,4,4,2,2,4,4,3,2,3,3,3,3,4,Graphic Designer
1,1,4,2,4,4,4,2,2,4,3,3,2,3,4,3,3,3,Graphic Designer
2,1,4,2,4,4,3,2,2,4,4,3,2,3,4,4,3,4,Graphic Designer
1,1,4,2,4,3,4,2,2,4,3,3,2,3,4,3,3,3,Graphic Designer
2,1,4,2,4,3,4,2,2,4,4,3,2,3,3,4,3,3,Graphic Designer
2,1,4,2,4,3,3,2,2,4,4,3,2,3,4,4,3,4,Graphic Designer
1,2,4,2,4,3,3,2,2,4,4,3,2,3,3,3,3,3,Graphic Designer
2,2,4,2,4,4,4,2,2,4,3,3,2,3,4,3,3,4,Graphic Designer
1,1,4,2,4,3,4,2,2,4,3,3,2,3,3,4,3,4,Graphic Designer
1,2,4,2,4,4,4,2,2,4,4,3,2,3,3,4,3,4,Graphic Designer
2,2,4,2,4,4,4,2,2,4,3,3,2,3,3,4,3,3,Graphic Designer
2,2,4,2,4,4,4,2,2,4,4,3,2,3,3,3,3,4,Graphic Designer
2,1,4,2,4,3,4,2,2,4,4,3,2,3,4,4,3,4,Graphic Designer
1,2,4,2,4,4,4,2,2,4,3,3,2,3,4,3,3,4,Graphic Designer
1,2,4,2,4,3,3,2,2,4,4,3,2,3,4,3,3,4,Graphic Designer
2,1,4,2,4,3,4,2,2,4,4,3,2,3,3,3,3,3,Graphic Designer
2,1,4,2,4,4,3,2,2,4,4,3,2,3,4,3,3,3,Graphic Designer
1,2,4,2,4,3,3,2,2,4,3,3,2,3,4,4,3,3,Graphic Designer
2,1,4,2,4,4,3,2,2,4,4,3,2,3,4,4,3,4,Graphic Designer
1,2,4,2,4,3,3,2,2,4,3,3,2,3,4,3,3,4,Graphic Designer
1,2,4,2,4,3,3,2,2,4,4,3,2,3,3,3,3,4,Graphic Designer
1,2,4,2,4,3,4,2,2,4,3,3,2,3,4,4,3,3,Graphic Designer
2,2,4,2,4,4,4,2,2,4,4,3,2,3,3,4,3,4,Graphic Designer
1,2,4,2,4,3,4,2,2,4,3,3,2,3,4,3,3,3,Graphic Designer
1,2,4,2,4,3,3,2,2,4,4,3,2,3,3,4,3,4,Graphic Designer
2,2,4,2,4,3,3,2,2,4,4,3,2,3,4,3,3,3,Graphic Designer
2,1,4,2,4,4,3,2,2,4,3,3,2,3,4,3,3,3,Graphic Designer
1,1,4,2,4,3,3,2,2,4,4,3,2,3,3,4,3,3,Graphic Designer
1,2,4,2,4,4,4,2,2,4,4,3,2,3,4,3,3,3,Graphic Designer
2,2,4,2,4,4,4,2,2,4,3,3,2,3,3,4,3,3,Graphic Designer
1,2,4,2,4,3,3,2,2,4,4,3,2,3,4,3,3,4,Graphic Designer
1,1,4,2,4,3,3,2,2,4,3,3,2,3,4,4,3,3,Graphic Designer
2,2,4,2,4,3,3,2,2,4,4,3,2,3,3,4,3,4,Graphic Designer
2,2,4,2,4,3,3,2,2,4,4,3,2,3,4,4,3,3,Graphic Designer
2,1,4,2,4,4,4,2,2,4,3,3,2,3,4,4,3,3,Graphic Designer
1,1,4,2,4,3,3,2,2,4,4,3,2,3,3,4,3,4,Graphic Designer
2,2,4,2,4,4,4,2,2,4,3,3,2,3,4,4,3,3,Graphic Designer
2,2,4,2,4,4,3,2,2,4,3,3,2,3,3,3,3,3,Graphic Designer
1,1,4,2,4,4,3,2,2,4,3,3,2,3,4,3,3,4,Graphic Designer
1,1,4,2,4,4,3,2,2,4,3,3,2,3,4,3,3,4,Graphic Designer
1,1,4,2,4,3,3,2,2,4,4,3,2,3,4,3,3,4,Graphic Designer
1,1,4,2,4,4,3,2,2,4,3,3,2,3,4,4,3,3,Graphic Designer
2,2,4,2,4,4,3,2,2,4,3,3,2,3,4,3,3,4,Graphic Designer
1,1,4,2,4,4,4,2,2,4,4,3,2,3,3,3,3,4,Graphic Designer
1,1,4,2,4,3,3,2,2,4,3,3,2,3,3,4,3,3,Graphic Designer
1,1,4,2,4,3,3,2,2,4,3,3,2,3,4,4,3,3,Graphic Designer
2,2,4,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,4,3,4,3,4,2,3,Philosopher
2,2,4,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
2,2,3,3,4,2,3,4,3,4,2,3,3,4,3,4,2,3,Philosopher
